fold,subject,split
22,4,fit
22,96,fit
22,169,fit
22,171,fit
22,67,fit
22,166,fit
22,173,fit
22,22,fit
22,163,fit
22,110,fit
22,73,fit
22,84,fit
22,9,fit
22,114,fit
22,49,fit
22,28,fit
22,124,fit
22,69,fit
22,122,fit
22,3,fit
22,132,fit
22,104,fit
22,39,fit
22,127,fit
22,108,fit
22,76,fit
22,154,fit
22,7,fit
22,148,fit
22,158,fit
22,107,fit
22,119,fit
22,54,fit
22,65,fit
22,160,fit
22,167,fit
22,116,fit
22,33,fit
22,120,fit
22,48,fit
22,34,fit
22,77,fit
22,170,fit
22,62,fit
22,98,fit
22,95,fit
22,106,fit
22,155,fit
22,36,fit
22,20,fit
22,112,fit
22,152,fit
22,61,fit
22,99,fit
22,11,fit
22,75,fit
22,79,fit
22,24,fit
22,153,fit
22,161,fit
22,143,fit
22,147,fit
22,109,fit
22,30,fit
22,26,fit
22,133,fit
22,165,fit
22,70,fit
22,129,fit
22,13,fit
22,72,fit
22,128,fit
22,14,fit
22,37,fit
22,51,fit
22,139,fit
22,123,fit
22,85,fit
22,18,fit
22,142,fit
22,118,fit
22,57,fit
22,6,fit
22,141,fit
22,121,fit
22,86,fit
22,44,fit
22,88,fit
22,149,fit
22,8,fit
22,97,fit
22,71,fit
22,136,fit
22,41,fit
22,156,fit
22,19,fit
22,93,fit
22,46,fit
22,131,fit
22,102,fit
22,140,fit
22,115,fit
22,0,fit
22,29,fit
22,105,fit
22,125,fit
22,103,fit
22,64,inner_val
22,81,inner_val
22,40,inner_val
22,126,inner_val
22,130,inner_val
22,23,inner_val
22,63,inner_val
22,27,inner_val
22,1,inner_val
22,42,inner_val
22,21,inner_val
22,53,inner_val
22,176,inner_val
22,74,inner_val
22,168,inner_val
22,90,inner_val
22,31,inner_val
22,157,inner_val
22,111,inner_val
22,135,inner_val
22,91,inner_val
22,137,inner_val
22,117,inner_val
22,101,inner_val
22,10,outer_val
22,12,outer_val
22,15,outer_val
22,16,outer_val
22,17,outer_val
22,32,outer_val
22,35,outer_val
22,52,outer_val
22,55,outer_val
22,66,outer_val
22,80,outer_val
22,94,outer_val
22,138,outer_val
22,144,outer_val
22,145,outer_val
22,146,outer_val
22,151,outer_val
22,164,outer_val
23,8,fit
23,7,fit
23,1,fit
23,44,fit
23,136,fit
23,126,fit
23,156,fit
23,98,fit
23,14,fit
23,87,fit
23,147,fit
23,32,fit
23,37,fit
23,65,fit
23,130,fit
23,155,fit
23,21,fit
23,47,fit
23,29,fit
23,23,fit
23,96,fit
23,118,fit
23,138,fit
23,62,fit
23,40,fit
23,112,fit
23,42,fit
23,158,fit
23,48,fit
23,122,fit
23,152,fit
23,38,fit
23,10,fit
23,104,fit
23,71,fit
23,75,fit
23,0,fit
23,174,fit
23,73,fit
23,125,fit
23,120,fit
23,79,fit
23,127,fit
23,124,fit
23,141,fit
23,64,fit
23,85,fit
23,173,fit
23,150,fit
23,89,fit
23,157,fit
23,114,fit
23,25,fit
23,82,fit
23,2,fit
23,93,fit
23,86,fit
23,22,fit
23,13,fit
23,50,fit
23,111,fit
23,57,fit
23,172,fit
23,30,fit
23,26,fit
23,34,fit
23,17,fit
23,153,fit
23,41,fit
23,56,fit
23,3,fit
23,58,fit
23,109,fit
23,121,fit
23,77,fit
23,117,fit
23,43,fit
23,131,fit
23,90,fit
23,88,fit
23,99,fit
23,144,fit
23,59,fit
23,78,fit
23,103,fit
23,168,fit
23,171,fit
23,24,fit
23,83,fit
23,95,fit
23,55,fit
23,176,fit
23,160,fit
23,165,fit
23,133,fit
23,35,fit
23,11,fit
23,110,fit
23,97,fit
23,162,fit
23,163,fit
23,154,fit
23,169,fit
23,28,fit
23,76,fit
23,175,fit
23,145,fit
23,113,fit
23,135,fit
23,161,fit
23,49,fit
23,53,fit
23,159,fit
23,139,fit
23,74,fit
23,80,fit
23,67,fit
23,16,fit
23,132,fit
23,105,fit
23,68,fit
23,134,fit
23,115,fit
23,51,fit
23,129,fit
23,137,fit
23,4,fit
23,9,fit
23,6,fit
23,107,fit
23,36,fit
23,101,fit
23,46,fit
23,52,fit
23,146,fit
23,91,inner_val
23,143,inner_val
23,63,inner_val
23,61,inner_val
23,18,inner_val
23,15,inner_val
23,164,inner_val
23,106,inner_val
23,108,inner_val
23,12,inner_val
23,94,inner_val
23,151,inner_val
23,92,inner_val
23,5,inner_val
23,70,inner_val
23,19,inner_val
23,148,inner_val
23,84,inner_val
23,33,inner_val
23,142,inner_val
23,72,inner_val
23,20,inner_val
23,116,inner_val
23,66,inner_val
23,27,outer_val
23,31,outer_val
23,39,outer_val
23,45,outer_val
23,54,outer_val
23,60,outer_val
23,69,outer_val
23,81,outer_val
23,100,outer_val
23,102,outer_val
23,119,outer_val
23,123,outer_val
23,128,outer_val
23,140,outer_val
23,149,outer_val
23,166,outer_val
23,167,outer_val
23,170,outer_val
24,142,fit
24,124,fit
24,3,fit
24,91,fit
24,128,fit
24,111,fit
24,103,fit
24,143,fit
24,75,fit
24,33,fit
24,167,fit
24,51,fit
24,106,fit
24,110,fit
24,64,fit
24,22,fit
24,116,fit
24,37,fit
24,26,fit
24,85,fit
24,138,fit
24,97,fit
24,158,fit
24,66,fit
24,41,fit
24,5,fit
24,145,fit
24,57,fit
24,59,fit
24,82,fit
24,175,fit
24,169,fit
24,123,fit
24,173,fit
24,55,fit
24,95,fit
24,133,fit
24,152,fit
24,148,fit
24,38,fit
24,102,fit
24,58,fit
24,40,fit
24,120,fit
24,121,fit
24,24,fit
24,53,fit
24,6,fit
24,155,fit
24,136,fit
24,83,fit
24,101,fit
24,46,fit
24,20,fit
24,61,fit
24,77,fit
24,160,fit
24,69,fit
24,14,fit
24,0,fit
24,23,fit
24,32,fit
24,13,fit
24,49,fit
24,129,fit
24,99,fit
24,65,fit
24,27,fit
24,39,fit
24,98,fit
24,122,fit
24,72,fit
24,80,fit
24,140,fit
24,130,fit
24,70,fit
24,94,fit
24,60,fit
24,156,fit
24,52,fit
24,96,fit
24,84,fit
24,93,fit
24,149,fit
24,16,fit
24,147,fit
24,35,fit
24,71,fit
24,11,fit
24,56,fit
24,25,fit
24,43,fit
24,164,fit
24,15,fit
24,28,fit
24,115,fit
24,100,fit
24,165,fit
24,87,fit
24,42,fit
24,168,fit
24,162,fit
24,170,fit
24,137,fit
24,146,fit
24,4,fit
24,171,fit
24,73,fit
24,126,fit
24,67,fit
24,174,fit
24,45,fit
24,114,fit
24,125,fit
24,78,fit
24,31,fit
24,12,fit
24,7,fit
24,118,fit
24,117,fit
24,81,fit
24,153,fit
24,79,fit
24,109,fit
24,161,fit
24,54,fit
24,127,fit
24,150,fit
24,44,fit
24,21,fit
24,10,fit
24,1,fit
24,36,fit
24,30,fit
24,34,fit
24,18,inner_val
24,107,inner_val
24,9,inner_val
24,29,inner_val
24,2,inner_val
24,17,inner_val
24,50,inner_val
24,157,inner_val
24,104,inner_val
24,135,inner_val
24,74,inner_val
24,86,inner_val
24,112,inner_val
24,172,inner_val
24,19,inner_val
24,144,inner_val
24,159,inner_val
24,134,inner_val
24,166,inner_val
24,151,inner_val
24,119,inner_val
24,92,inner_val
24,131,inner_val
24,113,inner_val
24,8,outer_val
24,47,outer_val
24,48,outer_val
24,62,outer_val
24,63,outer_val
24,68,outer_val
24,76,outer_val
24,88,outer_val
24,89,outer_val
24,90,outer_val
24,105,outer_val
24,108,outer_val
24,132,outer_val
24,139,outer_val
24,141,outer_val
24,154,outer_val
24,163,outer_val
24,176,outer_val
25,176,fit
25,12,fit
25,41,fit
25,154,fit
25,85,fit
25,153,fit
25,143,fit
25,175,fit
25,32,fit
25,39,fit
25,33,fit
25,140,fit
25,146,fit
25,3,fit
25,90,fit
25,124,fit
25,155,fit
25,28,fit
25,22,fit
25,125,fit
25,156,fit
25,119,fit
25,139,fit
25,6,fit
25,74,fit
25,66,fit
25,5,fit
25,13,fit
25,18,fit
25,94,fit
25,76,fit
25,104,fit
25,0,fit
25,47,fit
25,15,fit
25,77,fit
25,63,fit
25,44,fit
25,110,fit
25,30,fit
25,57,fit
25,65,fit
25,129,fit
25,126,fit
25,21,fit
25,80,fit
25,48,fit
25,168,fit
25,150,fit
25,11,fit
25,108,fit
25,123,fit
25,113,fit
25,29,fit
25,128,fit
25,38,fit
25,132,fit
25,1,fit
25,70,fit
25,61,fit
25,43,fit
25,75,fit
25,98,fit
25,134,fit
25,53,fit
25,170,fit
25,89,fit
25,162,fit
25,159,fit
25,91,fit
25,114,fit
25,157,fit
25,173,fit
25,105,fit
25,2,fit
25,166,fit
25,16,fit
25,14,fit
25,167,fit
25,88,fit
25,165,fit
25,133,fit
25,100,fit
25,135,fit
25,69,fit
25,111,fit
25,120,fit
25,121,fit
25,34,fit
25,68,fit
25,19,fit
25,161,fit
25,72,fit
25,118,fit
25,60,fit
25,84,fit
25,24,fit
25,27,fit
25,81,fit
25,145,fit
25,96,fit
25,58,fit
25,141,fit
25,50,fit
25,151,fit
25,116,fit
25,148,fit
25,86,fit
25,117,fit
25,127,fit
25,164,fit
25,93,fit
25,109,fit
25,40,fit
25,112,fit
25,54,fit
25,99,fit
25,95,fit
25,122,fit
25,56,fit
25,17,fit
25,158,fit
25,131,fit
25,169,fit
25,45,fit
25,136,fit
25,67,fit
25,138,fit
25,26,fit
25,149,fit
25,37,fit
25,23,fit
25,160,fit
25,144,fit
25,107,fit
25,102,inner_val
25,87,inner_val
25,35,inner_val
25,8,inner_val
25,55,inner_val
25,42,inner_val
25,97,inner_val
25,137,inner_val
25,52,inner_val
25,78,inner_val
25,10,inner_val
25,92,inner_val
25,64,inner_val
25,59,inner_val
25,130,inner_val
25,147,inner_val
25,46,inner_val
25,103,inner_val
25,163,inner_val
25,62,inner_val
25,73,inner_val
25,31,inner_val
25,20,inner_val
25,115,inner_val
25,4,outer_val
25,7,outer_val
25,9,outer_val
25,25,outer_val
25,36,outer_val
25,49,outer_val
25,51,outer_val
25,71,outer_val
25,79,outer_val
25,82,outer_val
25,83,outer_val
25,101,outer_val
25,106,outer_val
25,142,outer_val
25,152,outer_val
25,171,outer_val
25,172,outer_val
25,174,outer_val
26,80,fit
26,54,fit
26,163,fit
26,133,fit
26,35,fit
26,45,fit
26,95,fit
26,55,fit
26,87,fit
26,32,fit
26,1,fit
26,149,fit
26,175,fit
26,2,fit
26,61,fit
26,97,fit
26,170,fit
26,171,fit
26,148,fit
26,100,fit
26,3,fit
26,38,fit
26,96,fit
26,9,fit
26,134,fit
26,85,fit
26,143,fit
26,63,fit
26,121,fit
26,98,fit
26,106,fit
26,69,fit
26,90,fit
26,51,fit
26,120,fit
26,67,fit
26,81,fit
26,145,fit
26,60,fit
26,142,fit
26,74,fit
26,119,fit
26,176,fit
26,53,fit
26,10,fit
26,68,fit
26,58,fit
26,84,fit
26,103,fit
26,112,fit
26,91,fit
26,159,fit
26,156,fit
26,75,fit
26,111,fit
26,161,fit
26,49,fit
26,5,fit
26,108,fit
26,172,fit
26,152,fit
26,14,fit
26,104,fit
26,79,fit
26,128,fit
26,7,fit
26,88,fit
26,76,fit
26,146,fit
26,48,fit
26,71,fit
26,166,fit
26,158,fit
26,31,fit
26,125,fit
26,39,fit
26,132,fit
26,105,fit
26,36,fit
26,37,fit
26,70,fit
26,20,fit
26,23,fit
26,62,fit
26,16,fit
26,129,fit
26,139,fit
26,82,fit
26,0,fit
26,27,fit
26,164,fit
26,155,fit
26,154,fit
26,72,fit
26,174,fit
26,24,fit
26,109,fit
26,167,fit
26,44,fit
26,6,fit
26,18,fit
26,43,fit
26,117,fit
26,50,fit
26,12,fit
26,102,fit
26,65,fit
26,8,fit
26,52,fit
26,116,fit
26,168,fit
26,124,fit
26,33,fit
26,29,fit
26,47,fit
26,56,fit
26,28,fit
26,118,fit
26,127,fit
26,101,fit
26,126,fit
26,153,fit
26,15,fit
26,140,fit
26,40,fit
26,138,fit
26,21,fit
26,41,fit
26,135,fit
26,123,fit
26,94,fit
26,4,fit
26,22,fit
26,130,fit
26,25,fit
26,122,inner_val
26,46,inner_val
26,147,inner_val
26,86,inner_val
26,144,inner_val
26,137,inner_val
26,83,inner_val
26,17,inner_val
26,141,inner_val
26,151,inner_val
26,13,inner_val
26,42,inner_val
26,66,inner_val
26,11,inner_val
26,107,inner_val
26,115,inner_val
26,73,inner_val
26,157,inner_val
26,165,inner_val
26,59,inner_val
26,26,inner_val
26,89,inner_val
26,162,inner_val
26,34,inner_val
26,19,outer_val
26,30,outer_val
26,57,outer_val
26,64,outer_val
26,77,outer_val
26,78,outer_val
26,92,outer_val
26,93,outer_val
26,99,outer_val
26,110,outer_val
26,113,outer_val
26,114,outer_val
26,131,outer_val
26,136,outer_val
26,150,outer_val
26,160,outer_val
26,169,outer_val
26,173,outer_val
27,92,fit
27,140,fit
27,44,fit
27,166,fit
27,163,fit
27,39,fit
27,145,fit
27,36,fit
27,64,fit
27,128,fit
27,78,fit
27,88,fit
27,141,fit
27,150,fit
27,62,fit
27,58,fit
27,20,fit
27,63,fit
27,65,fit
27,146,fit
27,75,fit
27,56,fit
27,157,fit
27,135,fit
27,60,fit
27,102,fit
27,168,fit
27,12,fit
27,49,fit
27,99,fit
27,98,fit
27,55,fit
27,2,fit
27,114,fit
27,101,fit
27,43,fit
27,42,fit
27,175,fit
27,123,fit
27,91,fit
27,167,fit
27,86,fit
27,15,fit
27,94,fit
27,160,fit
27,124,fit
27,115,fit
27,170,fit
27,100,fit
27,7,fit
27,11,fit
27,147,fit
27,46,fit
27,4,fit
27,138,fit
27,26,fit
27,81,fit
27,29,fit
27,51,fit
27,82,fit
27,16,fit
27,90,fit
27,169,fit
27,37,fit
27,133,fit
27,68,fit
27,22,fit
27,10,fit
27,87,fit
27,131,fit
27,80,fit
27,77,fit
27,70,fit
27,143,fit
27,144,fit
27,121,fit
27,54,fit
27,57,fit
27,73,fit
27,110,fit
27,108,fit
27,107,fit
27,125,fit
27,41,fit
27,71,fit
27,104,fit
27,156,fit
27,66,fit
27,122,fit
27,69,fit
27,106,fit
27,119,fit
27,109,fit
27,31,fit
27,112,fit
27,151,fit
27,148,fit
27,84,fit
27,130,fit
27,139,fit
27,96,fit
27,89,fit
27,25,fit
27,32,fit
27,30,fit
27,111,fit
27,18,fit
27,117,fit
27,83,fit
27,27,fit
27,24,fit
27,162,fit
27,153,fit
27,52,fit
27,19,fit
27,173,fit
27,33,fit
27,9,fit
27,50,fit
27,118,fit
27,5,fit
27,105,fit
27,176,fit
27,6,fit
27,45,fit
27,23,fit
27,136,fit
27,35,fit
27,113,fit
27,8,fit
27,17,fit
27,152,fit
27,79,fit
27,171,fit
27,103,fit
27,172,inner_val
27,149,inner_val
27,85,inner_val
27,28,inner_val
27,21,inner_val
27,14,inner_val
27,13,inner_val
27,47,inner_val
27,48,inner_val
27,132,inner_val
27,93,inner_val
27,34,inner_val
27,142,inner_val
27,53,inner_val
27,164,inner_val
27,74,inner_val
27,174,inner_val
27,40,inner_val
27,59,inner_val
27,97,inner_val
27,154,inner_val
27,67,inner_val
27,161,inner_val
27,76,inner_val
27,0,outer_val
27,1,outer_val
27,3,outer_val
27,38,outer_val
27,61,outer_val
27,72,outer_val
27,95,outer_val
27,116,outer_val
27,120,outer_val
27,126,outer_val
27,127,outer_val
27,129,outer_val
27,134,outer_val
27,137,outer_val
27,155,outer_val
27,158,outer_val
27,159,outer_val
27,165,outer_val
28,165,fit
28,135,fit
28,156,fit
28,60,fit
28,61,fit
28,158,fit
28,94,fit
28,89,fit
28,153,fit
28,93,fit
28,163,fit
28,58,fit
28,145,fit
28,124,fit
28,57,fit
28,108,fit
28,41,fit
28,150,fit
28,68,fit
28,32,fit
28,80,fit
28,83,fit
28,45,fit
28,55,fit
28,126,fit
28,170,fit
28,175,fit
28,21,fit
28,52,fit
28,151,fit
28,8,fit
28,113,fit
28,96,fit
28,174,fit
28,78,fit
28,134,fit
28,9,fit
28,106,fit
28,176,fit
28,39,fit
28,43,fit
28,66,fit
28,17,fit
28,104,fit
28,115,fit
28,136,fit
28,84,fit
28,123,fit
28,139,fit
28,7,fit
28,131,fit
28,47,fit
28,169,fit
28,133,fit
28,49,fit
28,117,fit
28,141,fit
28,137,fit
28,86,fit
28,138,fit
28,128,fit
28,54,fit
28,53,fit
28,59,fit
28,25,fit
28,64,fit
28,2,fit
28,100,fit
28,154,fit
28,105,fit
28,38,fit
28,82,fit
28,75,fit
28,101,fit
28,140,fit
28,167,fit
28,81,fit
28,99,fit
28,34,fit
28,132,fit
28,88,fit
28,146,fit
28,114,fit
28,155,fit
28,129,fit
28,90,fit
28,69,fit
28,110,fit
28,27,fit
28,12,fit
28,56,fit
28,142,fit
28,70,fit
28,111,fit
28,37,fit
28,95,fit
28,10,fit
28,130,fit
28,62,fit
28,147,fit
28,19,fit
28,30,fit
28,44,fit
28,1,fit
28,50,fit
28,63,fit
28,14,fit
28,13,fit
28,125,fit
28,51,fit
28,4,fit
28,35,fit
28,31,fit
28,0,fit
28,79,fit
28,24,fit
28,36,fit
28,127,fit
28,164,fit
28,157,fit
28,67,fit
28,3,fit
28,97,fit
28,26,fit
28,73,fit
28,11,fit
28,77,fit
28,33,fit
28,112,fit
28,172,fit
28,171,fit
28,107,fit
28,160,fit
28,98,fit
28,173,fit
28,168,fit
28,22,inner_val
28,152,inner_val
28,121,inner_val
28,159,inner_val
28,42,inner_val
28,72,inner_val
28,149,inner_val
28,116,inner_val
28,76,inner_val
28,92,inner_val
28,15,inner_val
28,71,inner_val
28,120,inner_val
28,162,inner_val
28,166,inner_val
28,48,inner_val
28,65,inner_val
28,29,inner_val
28,102,inner_val
28,16,inner_val
28,119,inner_val
28,28,inner_val
28,144,inner_val
28,23,inner_val
28,5,outer_val
28,6,outer_val
28,18,outer_val
28,20,outer_val
28,40,outer_val
28,46,outer_val
28,74,outer_val
28,85,outer_val
28,87,outer_val
28,91,outer_val
28,103,outer_val
28,109,outer_val
28,118,outer_val
28,122,outer_val
28,143,outer_val
28,148,outer_val
28,161,outer_val
29,12,fit
29,137,fit
29,131,fit
29,144,fit
29,132,fit
29,55,fit
29,97,fit
29,85,fit
29,77,fit
29,93,fit
29,95,fit
29,173,fit
29,15,fit
29,163,fit
29,25,fit
29,42,fit
29,53,fit
29,29,fit
29,105,fit
29,143,fit
29,14,fit
29,112,fit
29,18,fit
29,26,fit
29,102,fit
29,111,fit
29,17,fit
29,120,fit
29,89,fit
29,39,fit
29,115,fit
29,11,fit
29,20,fit
29,158,fit
29,36,fit
29,4,fit
29,135,fit
29,44,fit
29,88,fit
29,38,fit
29,16,fit
29,154,fit
29,68,fit
29,27,fit
29,126,fit
29,150,fit
29,155,fit
29,129,fit
29,140,fit
29,165,fit
29,127,fit
29,172,fit
29,82,fit
29,91,fit
29,176,fit
29,161,fit
29,60,fit
29,3,fit
29,63,fit
29,66,fit
29,100,fit
29,54,fit
29,24,fit
29,134,fit
29,64,fit
29,57,fit
29,170,fit
29,103,fit
29,107,fit
29,40,fit
29,113,fit
29,8,fit
29,50,fit
29,136,fit
29,171,fit
29,92,fit
29,98,fit
29,41,fit
29,9,fit
29,28,fit
29,156,fit
29,52,fit
29,116,fit
29,0,fit
29,167,fit
29,128,fit
29,145,fit
29,146,fit
29,81,fit
29,90,fit
29,141,fit
29,58,fit
29,109,fit
29,75,fit
29,166,fit
29,121,fit
29,46,fit
29,6,fit
29,35,fit
29,151,fit
29,148,fit
29,175,fit
29,139,fit
29,49,fit
29,67,fit
29,7,fit
29,74,fit
29,31,fit
29,30,fit
29,69,fit
29,61,fit
29,96,fit
29,138,fit
29,174,fit
29,45,fit
29,106,fit
29,147,fit
29,122,fit
29,62,fit
29,123,fit
29,110,fit
29,76,fit
29,118,fit
29,19,fit
29,99,fit
29,72,fit
29,71,fit
29,149,fit
29,160,fit
29,79,fit
29,94,fit
29,51,fit
29,114,fit
29,133,fit
29,142,fit
29,119,fit
29,80,inner_val
29,108,inner_val
29,124,inner_val
29,104,inner_val
29,47,inner_val
29,168,inner_val
29,10,inner_val
29,37,inner_val
29,164,inner_val
29,101,inner_val
29,87,inner_val
29,32,inner_val
29,2,inner_val
29,73,inner_val
29,5,inner_val
29,152,inner_val
29,48,inner_val
29,169,inner_val
29,1,inner_val
29,159,inner_val
29,78,inner_val
29,157,inner_val
29,125,inner_val
29,83,inner_val
29,13,outer_val
29,21,outer_val
29,22,outer_val
29,23,outer_val
29,33,outer_val
29,34,outer_val
29,43,outer_val
29,56,outer_val
29,59,outer_val
29,65,outer_val
29,70,outer_val
29,84,outer_val
29,86,outer_val
29,117,outer_val
29,130,outer_val
29,153,outer_val
29,162,outer_val
30,43,fit
30,129,fit
30,116,fit
30,83,fit
30,172,fit
30,162,fit
30,109,fit
30,126,fit
30,158,fit
30,169,fit
30,30,fit
30,70,fit
30,171,fit
30,117,fit
30,68,fit
30,87,fit
30,175,fit
30,120,fit
30,55,fit
30,113,fit
30,144,fit
30,114,fit
30,174,fit
30,145,fit
30,110,fit
30,125,fit
30,45,fit
30,32,fit
30,166,fit
30,123,fit
30,25,fit
30,81,fit
30,84,fit
30,23,fit
30,139,fit
30,160,fit
30,65,fit
30,137,fit
30,151,fit
30,92,fit
30,94,fit
30,5,fit
30,91,fit
30,149,fit
30,95,fit
30,77,fit
30,10,fit
30,148,fit
30,153,fit
30,130,fit
30,48,fit
30,0,fit
30,54,fit
30,69,fit
30,52,fit
30,119,fit
30,74,fit
30,66,fit
30,127,fit
30,101,fit
30,85,fit
30,35,fit
30,3,fit
30,98,fit
30,8,fit
30,141,fit
30,64,fit
30,41,fit
30,156,fit
30,152,fit
30,2,fit
30,80,fit
30,16,fit
30,38,fit
30,128,fit
30,15,fit
30,9,fit
30,31,fit
30,28,fit
30,14,fit
30,34,fit
30,57,fit
30,49,fit
30,22,fit
30,59,fit
30,78,fit
30,100,fit
30,76,fit
30,42,fit
30,6,fit
30,88,fit
30,108,fit
30,44,fit
30,165,fit
30,79,fit
30,90,fit
30,150,fit
30,13,fit
30,105,fit
30,122,fit
30,134,fit
30,36,fit
30,20,fit
30,124,fit
30,111,fit
30,136,fit
30,131,fit
30,12,fit
30,7,fit
30,89,fit
30,142,fit
30,96,fit
30,51,fit
30,71,fit
30,61,fit
30,143,fit
30,46,fit
30,17,fit
30,103,fit
30,4,fit
30,138,fit
30,163,fit
30,155,fit
30,176,fit
30,159,fit
30,118,fit
30,140,fit
30,53,fit
30,93,fit
30,132,fit
30,33,fit
30,40,fit
30,82,fit
30,21,fit
30,164,fit
30,47,fit
30,37,inner_val
30,106,inner_val
30,56,inner_val
30,19,inner_val
30,167,inner_val
30,18,inner_val
30,62,inner_val
30,60,inner_val
30,1,inner_val
30,170,inner_val
30,63,inner_val
30,72,inner_val
30,102,inner_val
30,75,inner_val
30,39,inner_val
30,115,inner_val
30,154,inner_val
30,27,inner_val
30,86,inner_val
30,99,inner_val
30,147,inner_val
30,146,inner_val
30,161,inner_val
30,173,inner_val
30,11,outer_val
30,24,outer_val
30,26,outer_val
30,29,outer_val
30,50,outer_val
30,58,outer_val
30,67,outer_val
30,73,outer_val
30,97,outer_val
30,104,outer_val
30,107,outer_val
30,112,outer_val
30,121,outer_val
30,133,outer_val
30,135,outer_val
30,157,outer_val
30,168,outer_val
31,76,fit
31,2,fit
31,20,fit
31,92,fit
31,121,fit
31,146,fit
31,9,fit
31,169,fit
31,39,fit
31,25,fit
31,85,fit
31,149,fit
31,108,fit
31,143,fit
31,128,fit
31,37,fit
31,125,fit
31,135,fit
31,74,fit
31,139,fit
31,136,fit
31,66,fit
31,170,fit
31,155,fit
31,14,fit
31,72,fit
31,10,fit
31,61,fit
31,141,fit
31,60,fit
31,8,fit
31,81,fit
31,164,fit
31,116,fit
31,154,fit
31,95,fit
31,175,fit
31,58,fit
31,111,fit
31,86,fit
31,88,fit
31,151,fit
31,33,fit
31,63,fit
31,157,fit
31,119,fit
31,50,fit
31,126,fit
31,152,fit
31,114,fit
31,49,fit
31,122,fit
31,48,fit
31,55,fit
31,161,fit
31,172,fit
31,109,fit
31,29,fit
31,174,fit
31,142,fit
31,27,fit
31,3,fit
31,19,fit
31,52,fit
31,166,fit
31,163,fit
31,145,fit
31,134,fit
31,82,fit
31,41,fit
31,24,fit
31,144,fit
31,132,fit
31,1,fit
31,102,fit
31,137,fit
31,105,fit
31,98,fit
31,5,fit
31,16,fit
31,18,fit
31,117,fit
31,91,fit
31,77,fit
31,100,fit
31,140,fit
31,62,fit
31,84,fit
31,13,fit
31,34,fit
31,30,fit
31,96,fit
31,73,fit
31,78,fit
31,23,fit
31,89,fit
31,127,fit
31,44,fit
31,168,fit
31,158,fit
31,83,fit
31,68,fit
31,101,fit
31,70,fit
31,90,fit
31,103,fit
31,7,fit
31,71,fit
31,11,fit
31,130,fit
31,79,fit
31,129,fit
31,131,fit
31,165,fit
31,124,fit
31,17,fit
31,99,fit
31,153,fit
31,36,fit
31,97,fit
31,45,fit
31,35,fit
31,133,fit
31,113,fit
31,107,fit
31,31,fit
31,15,fit
31,32,fit
31,110,fit
31,120,fit
31,51,fit
31,118,fit
31,75,fit
31,4,fit
31,67,fit
31,148,inner_val
31,150,inner_val
31,176,inner_val
31,56,inner_val
31,53,inner_val
31,167,inner_val
31,173,inner_val
31,42,inner_val
31,156,inner_val
31,28,inner_val
31,162,inner_val
31,123,inner_val
31,43,inner_val
31,21,inner_val
31,57,inner_val
31,115,inner_val
31,12,inner_val
31,0,inner_val
31,104,inner_val
31,112,inner_val
31,94,inner_val
31,40,inner_val
31,93,inner_val
31,171,inner_val
31,6,outer_val
31,22,outer_val
31,26,outer_val
31,38,outer_val
31,46,outer_val
31,47,outer_val
31,54,outer_val
31,59,outer_val
31,64,outer_val
31,65,outer_val
31,69,outer_val
31,80,outer_val
31,87,outer_val
31,106,outer_val
31,138,outer_val
31,147,outer_val
31,159,outer_val
31,160,outer_val
32,48,fit
32,84,fit
32,10,fit
32,24,fit
32,56,fit
32,0,fit
32,67,fit
32,87,fit
32,19,fit
32,1,fit
32,66,fit
32,34,fit
32,168,fit
32,96,fit
32,26,fit
32,17,fit
32,104,fit
32,51,fit
32,21,fit
32,43,fit
32,69,fit
32,41,fit
32,153,fit
32,145,fit
32,53,fit
32,155,fit
32,159,fit
32,125,fit
32,64,fit
32,80,fit
32,47,fit
32,54,fit
32,20,fit
32,142,fit
32,110,fit
32,61,fit
32,131,fit
32,112,fit
32,68,fit
32,44,fit
32,139,fit
32,32,fit
32,161,fit
32,162,fit
32,156,fit
32,138,fit
32,128,fit
32,9,fit
32,167,fit
32,158,fit
32,114,fit
32,59,fit
32,122,fit
32,62,fit
32,140,fit
32,102,fit
32,108,fit
32,45,fit
32,129,fit
32,23,fit
32,78,fit
32,4,fit
32,74,fit
32,14,fit
32,165,fit
32,6,fit
32,163,fit
32,58,fit
32,119,fit
32,2,fit
32,89,fit
32,73,fit
32,151,fit
32,90,fit
32,42,fit
32,82,fit
32,124,fit
32,117,fit
32,99,fit
32,13,fit
32,136,fit
32,160,fit
32,3,fit
32,149,fit
32,113,fit
32,137,fit
32,39,fit
32,88,fit
32,7,fit
32,120,fit
32,57,fit
32,106,fit
32,79,fit
32,16,fit
32,81,fit
32,126,fit
32,105,fit
32,154,fit
32,5,fit
32,169,fit
32,55,fit
32,28,fit
32,36,fit
32,173,fit
32,127,fit
32,22,fit
32,75,fit
32,8,fit
32,38,fit
32,130,fit
32,103,fit
32,76,fit
32,49,fit
32,157,fit
32,30,fit
32,144,fit
32,101,fit
32,93,fit
32,63,fit
32,175,fit
32,111,fit
32,83,fit
32,27,fit
32,176,fit
32,164,fit
32,171,fit
32,146,fit
32,37,fit
32,100,fit
32,174,fit
32,123,fit
32,52,fit
32,133,fit
32,50,fit
32,132,fit
32,35,inner_val
32,31,inner_val
